id_production,id_content,title_production,genre,premiere,runtime,imdb_score,language,type,title_content,director,cast,country,date_added,release_year,rating,duration,listed_in,description,id_oscar,id_inf,id_res,title_oscar,year_ceremony,category,name,winner,directed_by,based_on,starring,distributed_by,budget,budget_x_million,box_office,box_office_x_million,imdb,metascore,rotten_tomatoes
28.0,1110.0,Just Say Yes,Romantic comedy,"April 2, 2021",97.0,4.5,Dutch,Movie,Grown Ups,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider, Salma Hayek, Maria Bello, Maya Rudolph, Colin Quinn, Tim Meadows, Joyce Van Patten",United States,"September 20, 2021",2010,PG-13,103 min,Comedies,"Mourning the loss of their beloved junior high basketball coach, five middle-aged pals reunite at a lake house and rediscover the joys of being a kid.",28.0,281.0,8231.0,A Beautiful Mind,2002.0,MUSIC (Original Score),James Horner,0.0,Ron Howard,['A Beautiful Mind'. 'by'. 'Sylvia Nasar'],['Russell Crowe'. 'Ed Harris'. 'Jennifer Connelly'. 'Paul Bettany'. 'Adam Goldberg'. 'Judd Hirsch'. 'Josh Lucas'. 'Anthony Rapp'. 'Christopher Plummer'],['Universal Pictures'. 'DreamWorks Pictures'],$58 million,58.0,$316.8 million,316.8,8.2,72.0,74.0
29.0,1111.0,Madame Claude,Drama,"April 2, 2021",112.0,5.4,French,Movie,Dark Skies,Scott Stewart,"Keri Russell, Josh Hamilton, J.K. Simmons, Dakota Goyo, Kadan Rockett, L.J. Benet, Rich Hutchman, Myndy Crist, Annie Thurman, Jake Brennan",United States,"September 19, 2021",2013,PG-13,97 min,"Horror Movies, Sci-Fi & Fantasy","A family’s idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat.",29.0,281.0,8240.0,A Beautiful Mind,2002.0,BEST PICTURE,Brian Grazer and Ron Howard. Producers,1.0,Ron Howard,['A Beautiful Mind'. 'by'. 'Sylvia Nasar'],['Russell Crowe'. 'Ed Harris'. 'Jennifer Connelly'. 'Paul Bettany'. 'Adam Goldberg'. 'Judd Hirsch'. 'Josh Lucas'. 'Anthony Rapp'. 'Christopher Plummer'],['Universal Pictures'. 'DreamWorks Pictures'],$58 million,58.0,$316.8 million,316.8,8.2,72.0,74.0
30.0,1137.0,Tersanjung the Movie,Drama,"April 1, 2021",114.0,6.1,Indonesian,Movie,Paranoia,Robert Luketic,"Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford, Lucas Till, Embeth Davidtz, Julian McMahon, Josh Holloway, Richard Dreyfuss, Angela Sarafyan","United States, India, France","September 19, 2021",2013,PG-13,106 min,Thrillers,"Blackmailed by his company's CEO, a low-level employee finds himself forced to spy on the boss's rival and former mentor.",30.0,281.0,8265.0,A Beautiful Mind,2002.0,WRITING (Screenplay Based on Material Previously Produced or Published),Written by Akiva Goldsman,1.0,Ron Howard,['A Beautiful Mind'. 'by'. 'Sylvia Nasar'],['Russell Crowe'. 'Ed Harris'. 'Jennifer Connelly'. 'Paul Bettany'. 'Adam Goldberg'. 'Judd Hirsch'. 'Josh Lucas'. 'Anthony Rapp'. 'Christopher Plummer'],['Universal Pictures'. 'DreamWorks Pictures'],$58 million,58.0,$316.8 million,316.8,8.2,72.0,74.0
31.0,1157.0,A Week Away,Christian musical,"March 26, 2021",97.0,5.7,English,Movie,Ankahi Kahaniya,"Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary","Abhishek Banerjee, Rinku Rajguru, Delzad Hiwale, Kunal Kapoor, Zoya Hussain, Nikhil Dwivedi, Palomi Ghosh",NA,"September 17, 2021",2021,TV-14,111 min,"Dramas, Independent Movies, International Movies","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",31.0,58.0,6403.0,A Fantastic Woman,1986.0,ACTOR IN A LEADING ROLE,Harrison Ford,0.0,Sebastián Lelio,NA,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NA,NA,$3.7 million,3.7,NA,NA,NA
32.0,1166.0,Pagglait,Comedy-drama,"March 26, 2021",114.0,6.9,Hindi,TV Show,Chicago Party Aunt,NA,"Lauren Ash, Rory O'Malley, RuPaul Charles, Jill Talley, Ike Barinholtz, Jon Barinholtz, Matthew Craig, Bob Odenkirk, Mike Hagerty, Katie Rich, Chris Witaske",NA,"September 17, 2021",2021,TV-MA,1 Season,TV Comedies,Chicago Party Aunt Diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.,32.0,58.0,6427.0,A Fantastic Woman,1986.0,ART DIRECTION,Art Direction: Stan Jolley. Set Decoration: John Anderson,0.0,Sebastián Lelio,NA,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NA,NA,$3.7 million,3.7,NA,NA,NA
33.0,1168.0,Caught by a Wave,Romantic teen drama,"March 25, 2021",99.0,5.7,Italian,TV Show,Sex Education,NA,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie",United Kingdom,"September 17, 2021",2020,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies","Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.",33.0,58.0,6432.0,A Fantastic Woman,1986.0,CINEMATOGRAPHY,John Seale,0.0,Sebastián Lelio,NA,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NA,NA,$3.7 million,3.7,NA,NA,NA
34.0,1172.0,Seaspiracy,Documentary,"March 24, 2021",89.0,8.2,English,TV Show,Squid Game,NA,"Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae, Kim Joo-ryoung, Tripathi Anupam, You Seong-joo, Lee You-mi",NA,"September 17, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",34.0,58.0,6442.0,A Fantastic Woman,1986.0,DIRECTING,Peter Weir,0.0,Sebastián Lelio,NA,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NA,NA,$3.7 million,3.7,NA,NA,NA
35.0,1189.0,Get the Goat,Comedy,"March 18, 2021",97.0,6.3,Portuguese,TV Show,Tayo and Little Wizards,NA,"Dami Lee, Jason Lee, Bommie Catherine Han, Jennifer Waescher, Nancy Kim",NA,"September 17, 2021",2020,TV-Y7,1 Season,Kids' TV,Tayo speeds into an adventure when his friends get kidnapped by evil magicians invading their city in search of a magical gemstone.,35.0,58.0,6457.0,A Fantastic Woman,1986.0,FILM EDITING,Thom Noble,1.0,Sebastián Lelio,NA,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NA,NA,$3.7 million,3.7,NA,NA,NA
36.0,1213.0,Paper Lives,Drama,"March 12, 2021",97.0,6.7,Turkish,Movie,The Father Who Moves Mountains,Daniel Sandu,"Adrian Titieni, Elena Purea, Judith State, Valeriu Andriuță, Tudor Smoleanu, Virgil Aioanei, Radu Botar, Petronela Grigorescu, Bogdan Nechifor, Cristian Bota",NA,"September 17, 2021",2021,TV-MA,110 min,"Dramas, International Movies, Thrillers","When his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.",36.0,58.0,6470.0,A Fantastic Woman,1986.0,MUSIC (Original Score),Maurice Jarre,0.0,Sebastián Lelio,NA,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NA,NA,$3.7 million,3.7,NA,NA,NA
37.0,1237.0,Sentinelle,Action,"March 5, 2021",80.0,4.7,French,Movie,The Stronghold,Cédric Jimenez,"Gilles Lellouche, Karim Leklou, François Civil, Adèle Exarchopoulos, Kenza Fortas, Cyril Lecomte, Michaël Abiteboul, Idir Azougli, Vincent Darmuzey, Jean-Yves Berteloot",NA,"September 17, 2021",2021,TV-MA,105 min,"Action & Adventure, Dramas, International Movies","Tired of the small-time grind, three Marseille cops get a chance to bust a major drug network. But lines blur when a key informant makes a big ask.",37.0,58.0,6480.0,A Fantastic Woman,1986.0,BEST PICTURE,Edward S. Feldman. Producer,0.0,Sebastián Lelio,NA,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NA,NA,$3.7 million,3.7,NA,NA,NA
38.0,1242.0,Moxie,Drama,"March 3, 2021",111.0,6.7,English,TV Show,Angry Birds,NA,"Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione, Pasi Ruohonen, Rauno Ahonen",Finland,"September 16, 2021",2018,TV-Y7,1 Season,"Kids' TV, TV Comedies","Birds Red, Chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal.",38.0,58.0,6507.0,A Fantastic Woman,1986.0,WRITING (Screenplay Written Directly for the Screen),Screenplay by Earl W. Wallace. William Kelley. Story by William Kelley. Pamela Wallace. Earl W. Wallace,1.0,Sebastián Lelio,NA,['Daniela Vega'. 'Francisco Reyes'],['Participant Media (Chile)'. 'Piffl Medien (Germany)'. 'Bteam Pictures (Spain)'. 'Sony Pictures Classics (United States)'],NA,NA,$3.7 million,3.7,NA,NA,NA
39.0,1249.0,Biggie: I Got a Story to Tell,Documentary,"March 1, 2021",97.0,6.9,English,Movie,Birth of the Dragon,George Nolfi,"Billy Magnussen, Ron Yuan, Qu Jingjing, Terry Chen, Vanness Wu, Jin Xing, Philip Ng, Xia Yu, Yu Xia","China, Canada, United States","September 16, 2021",2017,PG-13,96 min,"Action & Adventure, Dramas","A young Bruce Lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a Shaolin master in this film based on real events.",39.0,468.0,6726.0,A Fish Called Wanda,1989.0,ACTOR IN A SUPPORTING ROLE,Kevin Kline,1.0,Charles Crichton,NA,['John Cleese'. 'Jamie Lee Curtis'. 'Kevin Kline'. 'Michael Palin'],['MGM/UA Communications Co.'. '(United States)'. 'United International Pictures'. '(International)'],$8 million,8.0,$177.9 million,177.9,7.5,80.0,96.0
40.0,1261.0,Crazy About Her,Romantic comedy,"February 26, 2021",102.0,6.6,Spanish,TV Show,Chhota Bheem,NA,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",India,"September 16, 2021",2021,TV-Y7,3 Seasons,Kids' TV,"A brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow Dholakpur villagers from evil.",40.0,468.0,6755.0,A Fish Called Wanda,1989.0,DIRECTING,Charles Crichton,0.0,Charles Crichton,NA,['John Cleese'. 'Jamie Lee Curtis'. 'Kevin Kline'. 'Michael Palin'],['MGM/UA Communications Co.'. '(United States)'. 'United International Pictures'. '(International)'],$8 million,8.0,$177.9 million,177.9,7.5,80.0,96.0
41.0,1266.0,The Girl on the Train,Thriller,"February 26, 2021",120.0,4.4,Hindi,TV Show,He-Man and the Masters of the Universe,NA,"Yuri Lowenthal, Kimberly Brooks, Antony Del Rio, Trevor Devall, Ben Diskin, Grey Griffin, David Kaye, Tom Kenny, Judy Alice Lee, Roger Craig Smith, Fred Tatasciore",United States,"September 16, 2021",2021,TV-Y7,1 Season,"Kids' TV, TV Sci-Fi & Fantasy",Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull — and their destiny to defend Eternia from sinister Skeletor.,41.0,468.0,6820.0,A Fish Called Wanda,1989.0,WRITING (Screenplay Written Directly for the Screen),Screenplay by John Cleese. Story by John Cleese. Charles Crichton,0.0,Charles Crichton,NA,['John Cleese'. 'Jamie Lee Curtis'. 'Kevin Kline'. 'Michael Palin'],['MGM/UA Communications Co.'. '(United States)'. 'United International Pictures'. '(International)'],$8 million,8.0,$177.9 million,177.9,7.5,80.0,96.0
42.0,1270.0,Geez & Ann,Romantic drama,"February 25, 2021",105.0,5.1,Indonesian,Movie,Jaws,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton, Carl Gottlieb, Jeffrey Kramer, Susan Backlinie, Jonathan Filley, Ted Grossman",United States,"September 16, 2021",1975,PG,124 min,"Action & Adventure, Classic Movies, Dramas","When an insatiable great white shark terrorizes Amity Island, a police chief, an oceanographer and a grizzled shark hunter seek to destroy the beast.",42.0,90.0,9869.0,A Girl in the River: The Price of Forgiveness,2016.0,DOCUMENTARY (Short Subject),Sharmeen Obaid-Chinoy,1.0,Sharmeen Obaid-Chinoy,NA,NA,HBO,NA,NA,NA,NA,7.9,NA,NA
43.0,1324.0,Layla Majnun,Romantic drama,"February 11, 2021",119.0,6.4,Indonesian,Movie,Jaws 2,Jeannot Szwarc,"Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo, Jeffrey Kramer, Collin Wilcox Paxton, Ann Dusenberry, Mark Gruner, Barry Coe, Susan French",United States,"September 16, 2021",1978,PG,116 min,"Dramas, Horror Movies, Thrillers","Four years after the last deadly shark attacks, police chief Martin Brody fights to protect Amity Island from another killer great white.",43.0,765.0,4456.0,A Herb Alpert and the Tijuana Brass Double Feature,1967.0,SHORT SUBJECT (Cartoon),John Hubley and Faith Hubley. Producers,1.0,John Hubley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44.0,1326.0,Red Dot,Thriller,"February 11, 2021",86.0,5.5,Swedish,Movie,Jaws 3,Joe Alves,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr., John Putch, Lea Thompson, P.H. Moriarty, Dan Blasko, Liz Morris, Lisa Maurer",United States,"September 16, 2021",1983,PG,98 min,"Action & Adventure, Horror Movies, Thrillers","After the staff of a marine theme park try to capture a young great white shark, they discover its mother has invaded the enclosure and is out for blood.",44.0,757.0,4364.0,A Man for All Seasons,1967.0,ACTOR,Paul Scofield,1.0,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0,$28.4million,28.4,7.7,72.0,83.0
45.0,1327.0,Squared Love,Romantic comedy,"February 11, 2021",102.0,5.0,Polish,Movie,Jaws: The Revenge,Joseph Sargent,"Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young, Michael Caine, Judith Barsi, Mitchell Anderson, Lynn Whitfield",United States,"September 16, 2021",1987,PG-13,91 min,"Action & Adventure, Horror Movies, Thrillers","After another deadly shark attack, Ellen Brody has had enough of Amity Island and moves to the Caribbean – but a great white shark follows her there.",45.0,757.0,4369.0,A Man for All Seasons,1967.0,ACTOR IN A SUPPORTING ROLE,Robert Shaw,0.0,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0,$28.4million,28.4,7.7,72.0,83.0
46.0,1330.0,The Misadventures of Hedi and Cokeman,Comedy,"February 10, 2021",99.0,4.5,French,Movie,My Heroes Were Cowboys,Tyler Greco,NA,NA,"September 16, 2021",2021,PG,23 min,Documentaries,"Robin Wiltshire's painful childhood was rescued by Westerns. Now he lives on the frontier of his dreams, training the horses he loves for the big screen.",46.0,757.0,4376.0,A Man for All Seasons,1967.0,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,0.0,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0,$28.4million,28.4,7.7,72.0,83.0
47.0,1342.0,Malcolm & Marie,Romantic drama,"February 5, 2021",106.0,6.7,English,Movie,Safe House,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Rubén Blades, Nora Arnezeder, Robert Patrick, Liam Cunningham, Joel Kinnaman","South Africa, United States, Japan","September 16, 2021",2012,R,115 min,Action & Adventure,Young CIA operative Matt Weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location.,47.0,757.0,4397.0,A Man for All Seasons,1967.0,CINEMATOGRAPHY (Color),Ted Moore,1.0,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0,$28.4million,28.4,7.7,72.0,83.0
48.0,1343.0,Space Sweepers,Science fiction,"February 5, 2021",136.0,6.6,Korean,TV Show,The Smart Money Woman,Bunmi Ajakaiye,"Osas Ighodaro, Ini Dima-Okojie, Kemi Lala Akindoju, Toni Tones, Ebenezer Eno, Eso Okolocha DIke, Patrick Diabuah, Karibi Fubara, Temisan Emmanuel, Timini Egbuson",NA,"September 16, 2021",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Five glamorous millennials strive for success as they juggle careers, finances, love and friendships. Based on Arese Ugwu's 2016 best-selling novel.",48.0,757.0,4408.0,A Man for All Seasons,1967.0,COSTUME DESIGN (Color),Elizabeth Haffenden. Joan Bridge,1.0,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0,$28.4million,28.4,7.7,72.0,83.0
49.0,1344.0,"Strip Down, Rise Up",Documentary,"February 5, 2021",112.0,5.2,English,Movie,Training Day,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin, Raymond J. Barry, Cliff Curtis, Dr. Dre, Snoop Dogg, Macy Gray, Eva Mendes",United States,"September 16, 2021",2001,R,122 min,"Dramas, Thrillers",A rookie cop with one day to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentor's questionable brand of justice.,49.0,757.0,4412.0,A Man for All Seasons,1967.0,DIRECTING,Fred Zinnemann,1.0,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0,$28.4million,28.4,7.7,72.0,83.0
50.0,1345.0,The Last Paradiso,Romantic drama,"February 5, 2021",107.0,5.6,Italian,TV Show,Castle and Castle,NA,"Richard Mofe-Damijo, Dakore Akande, Bimbo Manuel, Blossom Chukwujekwu, Deyemi Okanlawon, Etim Effiong, Denola Grey, Duke Akintola, Eku Edewor, Ade Laoye, Anee Icha, Kevin Ushi, Jude Chukwuka, Amanda Afolabi",Nigeria,"September 15, 2021",2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas","A pair of high-powered, successful lawyers find themselves defending opposite interests of the justice system, causing a strain on their happy marriage.",50.0,757.0,4451.0,A Man for All Seasons,1967.0,BEST PICTURE,Fred Zinnemann. Producer,1.0,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0,$28.4million,28.4,7.7,72.0,83.0
51.0,1369.0,Below Zero,Drama,"January 29, 2021",106.0,6.2,Spanish,TV Show,Dharmakshetra,NA,"Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya DharmChand Kumar, Amit Behl, Maleeka Ghai",India,"September 15, 2021",2014,TV-PG,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains.",51.0,757.0,4471.0,A Man for All Seasons,1967.0,WRITING (Screenplay--based on material from another medium),Robert Bolt,1.0,Fred Zinnemann,['A Man for All Seasons'. 'by Robert Bolt'],['Paul Scofield'. 'Wendy Hiller'. 'Leo McKern'. 'Orson Welles'. 'Robert Shaw'. 'Susannah York'],Columbia Pictures,$2million,2.0,$28.4million,28.4,7.7,72.0,83.0
52.0,1371.0,The Dig,Drama,"January 29, 2021",112.0,7.1,English,Movie,InuYasha the Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Mieko Harada, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Kenichi Ogata, Toshiyuki Morikawa, Izumi Ogami",Japan,"September 15, 2021",2002,TV-14,99 min,"Action & Adventure, Anime Features, International Movies","With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.",52.0,775.0,4248.0,A Patch of Blue,1966.0,ACTRESS,Elizabeth Hartman,0.0,Guy Green,['Be Ready with Bells and Drums'. '1961 novel'. 'by'. 'Elizabeth Kata'],['Sidney Poitier'. 'Shelley Winters'. 'Elizabeth Hartman'],Metro-Goldwyn-Mayer,$800.00,0.8,$6.750.000 (rentals),6.75,8.0,73.0,89.0
53.0,1373.0,June & Kopi,Drama,"January 28, 2021",90.0,6.3,Indonesian,Movie,InuYasha the Movie 3: Swords of an Honorable Ruler,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Ken Narita, Akio Otsuka, Kikuko Inoue",Japan,"September 15, 2021",2003,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.,53.0,775.0,4253.0,A Patch of Blue,1966.0,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,1.0,Guy Green,['Be Ready with Bells and Drums'. '1961 novel'. 'by'. 'Elizabeth Kata'],['Sidney Poitier'. 'Shelley Winters'. 'Elizabeth Hartman'],Metro-Goldwyn-Mayer,$800.00,0.8,$6.750.000 (rentals),6.75,8.0,73.0,89.0
